autores_tratados,Sexo Primeiro Autor (dic),Qtd Autores Feminino (dic),Qtd Autores Unknown (dic)
MATHEUS MACIEL; HUEI D. LEE; LEANDRO A. ENSINA; WEBER S. R. TAKAKI; ALEXANDRE P. FERRAZ; WU F. CHUNG,M,0.0,1.0
CAIO H. R. CARVALHO; ANTONIO M. S. PINHEIRO; RODRIGO M. S. VERAS; ROMUERE R. V. SILVA,M,0.0,1.0
DOUGLAS SCHEUNEMANN; ADENAUER YAMIN; JOAO LOPES; CLAUDIO GEYER,M,0.0,1.0
JOSE WILLIAM ARAUJO DO NASCIMENTO; LUCAS MULLER CORREA; GEICIANFRAN DA SILVA LIMA ROQUE; RAFAEL ROQUE DE SOUZA; SERGIO RICARDO DE MELO QUEIROZ,M,0.0,1.0
CARLOS EDUARDO V. GOMES; GLAUBOS CLIMACO; JOAO AUGUSTO F. NUNES DE CARVALHO; DARLAN BRUNO PONTES QUINTANILHA,M,0.0,1.0
MARCOS VINICIUS DE SOUSA FARIAS; ITALO FRANCYLES SANTOS DA SILVA; ARISTOFANES CORREA SILVA; HENRIQUE MANOEL DE ARAUJO MARTINS FILHO; ANSELMO CARDOSO PAIVA,M,0.0,1.0
BLANDA MELLO; BRUNA DONIDA; CRISTIANO ANDRE DA COSTA; SANDRO RIGO; FERNANDO ALVEZ; LAURA RODOLPHO PETRY; HENRIQUE RODRIGUES; LEONARDO FOLETTO; RODOLFO STOFFEL ANTUNES; GABRIEL DE OLIVEIRA RAMOS; RODRIGO DA ROSA RIGHI,unknown,2.0,1.0
ANDREIA ROQUE DE SOUZA CAVALCANTI; JOAO ANTONIO CORREA; JOSE WILLIAM ARAUJO DO NASCIMENTO; RAFAEL ROQUE DE SOUZA; GEICIANFRAN DA SILVA LIMA ROQUE; SERGIO RICARDO DE MELO QUEIROZ,F,1.0,1.0
ANDREA DE OLIVEIRA RIBEIRO CAVALCANTI; ANDREIA ROQUE DE SOUZA CAVALCANTI; JOSE WILLIAM ARAUJO DO NASCIMENTO; RAFAEL ROQUE DE SOUZA; GEICIANFRAN DA SILVA LIMA ROQUE; SERGIO RICARDO DE MELO QUEIROZ; ISABEL CRISTINA RAMOS VIEIRA SANTOS,F,3.0,1.0
ANDRE PINHEIRO; JOAO ALMEIDA; GERALDO B. JUNIOR; ARISTOFANES SILVA,M,0.0,1.0
ALINE ELI GASSENN; MARCELO CHAMY MACHADO; EULANDA MIRANDA DOS SANTOS,F,1.0,1.0
ALEXANDRE SOUZA; JOAO LOPES; LEONARDO JOAO; PATRICIA DAVET; RODRIGO SOUZA; ANA PERNAS; ADENAUER YAMIN; CLAUDIO GEYER,M,2.0,1.0
CAIO BELFORT; ARISTOFANES SILVA; ANSELMO PAIVA,M,0.0,1.0
ALDISIO MEDEIROS; DANIEL FERREIRA,unknown,0.0,1.0
T.N.C. ANDRADE; P.E. AMBROSIO; M.R.T.P. MENUCHI,unknown,0.0,3.0
PEDRO E. O. PRIMO; WESLLEY L. CALDAS; GABRIEL S. ALMEIDA; LUAN P. L. BRASIL; CARLOS H. L. CAVALCANTE; JOAO P. V. MADEIRO; DANIELO G. GOMES; ROBERTO C. PEDROSA,M,0.0,1.0
DANIEL MOREIRA PINTO; JOHNATAN CARVALHO SOUZA; ARISTOFANES CORREA SILVA; HENRIQUE MANOEL DE ARAUJO MARTINS FILHO; ANSELMO CARDOSO DE PAIVA; RENATO AMARO ZANGARO,M,0.0,1.0
LIZIANNE P. MARQUES SOUTO; THIAGO K. L. DOS SANTOS; MARCELINO P. DOS SANTOS SILVA,unknown,0.0,1.0
LAIS FALCADE; KARLISE SOARES; KARINE DE SOUZA; EDER SIMAO; JOSE CARLOS MARINO MOMBACH; GIOVANI RUBERT LIBRELOTTO,F,2.0,1.0
JOAO O. B. DINIZ; DARLAN B. P. QUINTANILHA; ANTONIO O. DE CARVALHO FILHO; DANIEL L. GOMES JR; ARISTOFANES C. SILVA; GERALDO BRAZ JR; ANSELMO C. DE PAIVA; DANIEL DE S. LUZ,M,0.0,1.0
RAFAEL X. DE O. SOUZA; ADICINEIA A. DE OLIVERA,M,0.0,1.0
AYAME G. R. DA ROSA; JEAN SCHMITH; RODRIGO MARQUES DE FIGUEIREDO; LUCIO R. PRADE; JANAINA AVANCINI PINHEIRO; SANDRO RIGO,unknown,1.0,1.0
HALLAN SANTOS; CARLOS A. E. MONTESCO; METHANIAS C. JUNIOR,M,0.0,1.0
RICARDO JOSE FERNANDES ANCHIETA JUNIOR; ITALO FRANCYLES SANTOS DA SILVA; ARISTOFANES CORREA SILVA; ANSELMO CARDOSO DE PAIVA,M,0.0,1.0
DANILO ALVES OLIVEIRA; JONIEL BASTOS BARRETO; IAGO MAGALHAES DE MESQUITA; IALIS CAVALCANTE DE PAULA JUNIOR; FILIPE NOBRE CHAVES; MARCELO BONIFACIO DA SILVA SAMPIERI,M,0.0,1.0
ARMANDO L. BORGES; VIVIANE B. L. DIAS; CLESIO DE A. GONCALVES; LUCAS B. M. DE SOUZA; DANIEL DE A. VIANA; ANA CAROLINA L. PACHECO; ROMUERE R. V. E SILVA,M,2.0,1.0
ANDRESA VARGAS LARENTIS; JULIANO VARELLA DE CARVALHO; MARTA ROSECLER BEZ; VANDERSILVIO DA SILVA; DIEGO MONROE KURTZ,F,2.0,1.0
DOMINGOS A. DIAS JUNIOR; LUANA B. DA CRUZ; JOAO O. B. DINIZ; GERALDO BRAZ JUNIOR; ARISTOFANES C. SILVA,M,1.0,1.0
FABRICIO FERREIRA; FELIPE GRUENDEMANN; RICARDO ARAUJO; ADENAUER YAMIN; LUCIANO AGOSTINI,M,0.0,1.0
MATHEUS CORDEIRO DE MELO; ANDY ANAND GAJADHAR; LEONARDO VIDAL BATISTA,M,0.0,1.0
ARTHUR R. S. VITORIA; ADRIEL L. V. MORI; CLARIMAR J. COELHO; ARLINDO R. G. FILHO,M,0.0,1.0
FILIPE CORREIA BELFORT; ANTONIO PEDRO VIEIRA LIMA; ITALO FRANCYLES SANTOS DA SILVA; ARISTOFANES CORREA SILVA,M,0.0,1.0
JOAO O. B. DINIZ; JONNISON L. FERREIRA; GIOVANNI L. F. DA SILVA; DARLAN B. P. QUINTANILHA; ARISTOFANES C. SILVA; ANSELMO PAIVA,M,0.0,2.0
MARCIO AURELIO DOS SANTOS ALENCAR; NAZIVALDO CACIOCLEY CAMELO CORREA; SAYMON ERICKSON SOUZA,M,0.0,1.0
HENRIQUE P. MAFFON; LOURDES M. BRASIL; MILLARAY CURILEM S.; JANICE MAGALHAES LAMAS,M,2.0,1.0
EDERSON BASTIANI; KARLISE SOARES; GIOVANI R. LIBRELOTTO,M,0.0,1.0
MANUELLA D. SILVA; CLAUIRTON A. SIEBRA,F,1.0,1.0
PAMELA C. LEVY; CLAHILDEK M. XAVIER; MARLY G. F. COSTA; CICERO F. F. C. FILHO; LUCIANA B. M. FUJIMOTO; JULIA I. DO N. SALEM JOSE,F,4.0,1.0
FRANCIERIC DE ARAUJO; MANUEL DA SILVA NETO; TERCIO OLIVEIRA; AURA CONCI,unknown,1.0,1.0
FLAVIA P. NICOLAS; K. J. ABRAHAM; AMANDA R. REIS; IVAN T. PISA; EVANDRO E. S. RUIZ,F,2.0,1.0
ADAKRISHNA BITENCOURTE; MARCIA RENDEIRO,unknown,1.0,1.0
YVES COELHO; ALEXANDRE BISSOLI; MARIANA SIME; TEODIANO BASTOS FILHO,M,1.0,1.0
ISABEL MORAES; STELMO BARROS NETO,F,1.0,1.0
FLAVIO FARIAS; EYRE MONTEVECCHI; JOSE BOKEHI; ROSIMERE SANTANA; DEBORA MUCHALUAT-SAADE,M,2.0,1.0
LUCAS SOUZA; SAMUEL LELIS; ROMUERE SILVA,M,0.0,1.0
LUCIANA T. CAVALINI; TIMOTHY W. COOK; ANTONIO TADEU A. GOMES; ARTUR ZIVIANI,F,1.0,1.0
NAYARA DE MOURA; GABRIEL MOURA; ROMUERE V. E SILVA; EMERSON SILVA; RODRIGO VERAS,F,1.0,1.0
WESLLEY K. R. FIGUEREDO; ITALO F. S. DA SILVA; JOAO O. B. DINIZ; ARISTOFANES C. SILVA; ANSELMO C. DE PAIVA; ALICE C. C. BRANDAO SALOMAO; MARCO A. P. DE OLIVEIRA,M,1.0,1.0
ANDRE DE SOUZA MOREIRA; GERALDO BRAZ JUNIOR; SIMARA VIEIRA DA ROCHA; ARISTOFANES CORREA SILVA; ANSELMO CARDOSO DE PAIVA,M,1.0,1.0
HERLESON PONTES; MARIA ANDREIA RODRIGUES,unknown,1.0,1.0
VINICIUS P. MEDEIROS; FAGNER CUNHA; EULANDA M. DOS SANTOS; EDUARDO SOUTO,M,0.0,1.0
IVANA BARRETO; LUIZ ANDRADE; ALINE EVANGELISTA; ISMAYLE SANTOS; ROSSANA ANDRADE; ANTONIO OLIVEIRA; JOAO FREIRE NETO; VIRNA FROTA,F,4.0,1.0
DIEGO PINHEIRO DA SILVA; BLANDA HELENA DE MELLO; WILLIAM DA ROSA FROHLICH; SANDRO JOSE RIGO; MARCO ANTONIO SCHWERTNER; CRISTIANO ANDRE DA COSTA,M,0.0,1.0
WASHINGTON BATISTA; LENINGTON RIOS; VICTOR SARINHO; ERICA GRANJEIRO; RAFAEL CAMPOS; NATASCHA MEDEIROS; VICTORIA VIERO; LUCILA GUTIERREZ,M,4.0,1.0
OTACILIO J. PEREIRA; CLAUDIA PINTO PEREIRA SENA; CLEIDE TAVARES BITTENCOURT SANTOS; GLEDSTON CARNEIRO DA SILVA; NAIZE DE JESUS BISPO,M,3.0,1.0
PASQUELINE SCAICO; ANY CAROLINY DUARTE; GABRIELLA MAYARA T. ALVES; MARIANA MAIA; FERNANDO MATEUS DE OLIVEIRA; SINVAL VIEIRA M. NETO; MARCUS RAFAEL X. LAURENTINO; ALEXANDRE SCAICO; VANESSA FARIAS DANTAS,unknown,4.0,1.0
JARBELE CASSIA DA SILVA; ALISSON V. BRITO,unknown,0.0,1.0
GILBERTO F. SOUSA FILHO; DORGIVAL PEREIRA DA S. NETTO; LETTIERY D’LAMARE P. PROCOPIO; ANDREI A. FORMIGA; ALISSON V. BRITO,M,0.0,1.0
PASQUELINE DANTAS SCAICO; DIEGO LOPES; MAX ANDRE AZEVEDO; JARBELE CASSIA DA SILVA; SINVAL VIEIRA MENDES NETO; EMMANUEL DE SOUSA F. FALCAO,unknown,0.0,2.0
EDUARDO PINTO BARBOSA; GEOFLAVIA GUILARDUCCI DE ALVARENGA,M,0.0,1.0
KAREN SELBACH BORGES; TANISI PEREIRA DE CARVALHO; MARCIA A. CORREA DE MORAES,F,2.0,1.0
JARBELE C. DA SILVA; SILVIA P. A. SOUSA; RAONI KULESZA; ALISSON V. BRITO,unknown,1.0,1.0
ANDRE FELIPE MONTEIRO; DALBERT MATOS MASCARENHAS; LAURA SILVA DE ASSIS,M,1.0,1.0
THAMYLA LIMA; ALEX BARRADAS FILHO; ALLAN K. BARROS; DAVI VIANA; JOAO B. BOTTENTUIT JUNIOR; LUIS RIVERO,unknown,0.0,1.0
ADRIANA PAULA ZAMIM SCHERER; FILIPO NOVO MOR,F,1.0,1.0
ENYO J. T. GONCALVES; CARLA I. M. BEZERRA; CAMILO C. ALMENDRA; ANDREIA L. SAMPAIO; DAVI R. VASCONCELOS,unknown,2.0,1.0
MYCHELLINE HENRIQUE SOUTO; ELINE MACEDO; FELIPE CUNHA; PASQUELINE D. SCAICO,unknown,1.0,2.0
ADELITO BORBA FARIAS; SMITH SOARES ASCARI; GILBERTO FARIAS DE S. FILHO,M,0.0,1.0
ADRIANA POSTAL; CLODIS BOSCARIOLI; JORGE BIDARRA,F,1.0,1.0
ANACILIA VIEIRA; ODETTE PASSOS; RAIMUNDO BARRETO,unknown,1.0,1.0
NILS MURRUGARRA-LLERENA; FERNANDO ALVA-MANCHEGO; SOLANGE OLIVEIRA REZENDE,unknown,1.0,1.0
LUCIANA A. M. ZAINA; KATTI FACELI,F,1.0,1.0
EDUARDO DE LUCENA FALCAO; ERICK VAGNER CABRAL DE LIMA BORGES; IGOR LUCENA PEIXOTO ANDREZZA; GLAUCO SOUSA E SILVA; KIVIO GRANGEIRO WANDERLEY; BERG ELISSON SAMPAIO CAVALCANTE; HAMILTON SOARES DA SILVA,M,0.0,1.0
ORIVALDO DE LIRA TAVARES; CREDINE SILVA DE MENEZES; ROSANE ARAGON; LUCINEIA BARBOSA DA COSTA,M,2.0,1.0
ORNELIO HINTERHOLZ JR.; GRACIETH MENDES VALENZUELA; WENDER ANTONIO DA SILVA; ANGELO AUGUSTO COELHO FREIRE,M,0.0,1.0
JAIR CAVALCANTI LEITE; APUENA VIEIRA GOMES; BRUNO SANTANA DA SILVA; JOSE IVONILDO DO REGO,M,0.0,1.0
JANAINA R. PENEDO; MORGANNA C. DINIZ; FLAVIO DE BRITO PINHEIRO,F,1.0,1.0
ICARO ANDRADE SOUZA; ECIVALDO DE SOUZA MATOS; DEBORA ABDALLA SANTOS; RANANSAMIR SOUSA,M,1.0,1.0
LEUSON M. P. DA SILVA; BRENDO C. BONFIM; ROGERIO C. SILVA; JEFFERSON B. DA SILVA; WELLINGTON L. MOURA; CARLA I. M. BEZERRA; PAULYNE M. JUCA,unknown,1.0,2.0
CARLOS J. SANTOS; MATHEUS E. FRANCO; HAGAR C. C. CORSINI,M,0.0,1.0
TANCICLEIDE C. S. GOMES; JEANE C. B. DE MELO,unknown,1.0,1.0
SANDRA MARIA DOTTO STUMP; EVERTON KNIHS; NIZAM OMAR; POLLYANA NOTARGIACOMO MUSTARO; ISMAR FRANGO SILVEIRA,F,2.0,1.0
GLEIZER B. VOSS; FELIPE B. NUNES; TACIANO B. OLIVEIRA; ROSECLEA D. MEDINA,unknown,0.0,2.0
A. CESAR C. FRANCA; RENATO A. V. NUNES,unknown,0.0,1.0
ROZELMA SOARES DE FRANCA; WALDIR COSMO DA SILVA; HAROLDO JOSE COSTA DO AMARAL,unknown,0.0,1.0
MARIANA MAIA PEIXOTO; PASQUELINE SCAICO; FLAVIA VELOSO COSTA SOUZA; HENRY MAIA PEIXOTO,F,2.0,1.0
CLODIS BOSCARIOLI; LUIZ ANTONIO RODRIGUES; IVONEI FREITAS DA SILVA; SANDRA MARA STOCKER LAGO; MARCELO ROGER MENEGHATTI; MARIA DA PIEDADE ARAUJO; GABRIEL DELALLO CAUS,unknown,2.0,1.0
PAULYNE MATTHEWS JUCA; GERMANA FERREIRA ROLIM,unknown,1.0,1.0
ROZELMA SOARES DE FRANCA; HAROLDO JOSE COSTA DO AMARAL,unknown,0.0,1.0
MAELLY K. V. DE SOUSA; DANYLLO W. ALBUQUERQUE; RAQUEL B. LEAL; MIRNA C. O. MAIA; ALEXANDRE B. GOMES; MIRKO PERKUSICH,unknown,2.0,3.0
ROBERTO B. DE ALMEIDA JR.; HADRIA DE W. SANTOS FARIAS; JOSIVALDO DE S. ARAUJO,M,0.0,1.0
MAVERICK FERREIRA; JAKELINE DE LIMA; HIGOR SANTOS; EDJANO OLIVEIRA; JOSEFA DO NASCIMENTO,unknown,2.0,2.0
ALMIR DE OLIVEIRA; ELLOA GUEDES,M,0.0,1.0
LAFAYETTE BATISTA MELO,unknown,0.0,1.0
HEVELLYN RABELO; WENNIO DE OLIVEIRA; LUAN SANTOS; ANA LIZ DE ARAUJO; FLAVIA SOUZA,F,3.0,1.0
YORAH BOSSE; MARCO AURELIO GEROSA,unknown,0.0,1.0
ROZELMA DE FRANCA; PATRICIA TEDESCO,unknown,1.0,1.0
ALISSON BARBOSA; AUGUSTO PEREIRA NETO; RHALEFF DE OLIVEIRA; TAYNA DA COSTA; ANA LIZ DE ARAUJO; FLAVIA COSTA,M,3.0,1.0
CLODIS BOSCARIOLI; GUILHERME GALANTE; MARCIO OYAMADA; REGINALDO ZARA; ROSANGELA VILWOCK,unknown,1.0,1.0
DANILO LEITE; SAMYR DELFINO; CLAUDIA MELO; ALVARO MEDEIROS; HALAMO DE ANDRADE,M,1.0,1.0
ODAIR SOUZA; PAULEANY MORAIS; FRANCISCO SILVA JUNIOR,M,0.0,1.0
SUENNY SOUZA; MIRELA RIOS; CARLOS RODRIGUES; DAVID DOS SANTOS; ROBERTO BITTENCOURT,unknown,1.0,1.0
SONIA DA SILVA; ALINE BARBOSA; ANDERSON DE SOUZA; ERAYLSON DA SILVA; MILLENA DE OLIVEIRA; SEBASTIAO DA SILVA NETO; WILK DOS SANTOS,F,3.0,1.0
PASQUELINE SCAICO; VANESSA DANTAS; ADELITO FARIAS; ANY CAROLINY DUARTE; FELIPE CUNHA; FERNANDO MATEUS DE OLIVEIRA; GABRIELLA TAVARES; MARCUS XAVIER LAURENTINO; MARIANA MAIA; MYCHELLINE HENRIQUE,unknown,4.0,2.0
JOAO SILVA; MICHELLE CAVALCANTE; FABIANO VAZ; ESDRIANE VIANA,M,1.0,1.0
WILLIAMSON SILVA; IGOR STEINMACHER; TAYANA CONTE,unknown,1.0,1.0
THAMILLYS MARQUES DE OLIVEIRA; WILLMARA MARQUES MONTEIRO; FABIO CRISTIANO SOUZA OLIVEIRA; DANIELLE JULIANA SILVA MARTINS; ALESSANDRA LUENGO LATORRE DA SILVA,unknown,2.0,2.0
CLEVERTON A. D. SILVA; JOSE VINICIUS V. LIMA; WLADIMIR FILHO; FERNANDA ALENCAR; WYLLIAMS SANTOS,M,1.0,1.0
STEFFANE DE OLIVEIRA CASTRO; RUTIELY MIRANDA DE SOUSA; THIAGO PAIVA FREIRE; ARICELMA COSTA IBIAPINA; SIMONE AZEVEDO BANDEIRA DE MELO AQUINO,F,2.0,2.0
MATHEUS M. SCHREIBER; ARTHUR T. SAMPAIO; THAMYA V. H. DONADIA; ANA TEREZA R. S. PEREIRA; VITOR DADALTO C. GOMES; KARLA SANCIO; ROBERTA LIMA GOMES; RODRIGO L. GUIMARAES; PATRICIA DOCKHORN COSTA,M,4.0,1.0
THIAGO GONCALVES DE ALMEIDA; ESTEIC JANAINA SANTOS BATISTA; ANDERSON CORREA DE LIMA; AMAURY ANTONIO CASTRO JUNIOR,M,0.0,1.0
LUIZ CLAUDIO THEODORO; CAMILA DA CRUZ SANTOS; CRISHNA IRION; RAFAEL DIAS ARAUJO; JOAO HENRIQUE DE SOUZA PEREIRA; PEDRO FROSI ROSA,M,1.0,1.0
ITAMAR FARIAS; DANYLLO ALBUQUERQUE; GOLBERY RODRIGUES; EMANUEL FILHO; KAREN ALVES XAVIER; JOSE A. C. DA SILVA,M,1.0,2.0
ANTUNES SANTOS; ARTHUR GORGONIO; AMARILDO LUCENA; FLAVIUS GORGONIO,M,0.0,1.0
RENAN V. ARANHA; CLEON X. PEREIRA JUNIOR; FILIPE J. PORTILHO; LUCAS A. RIBEIRO; NEWARNEY T. COSTA; RYAN B. S. CORREA; ANNE M. S. FERREIRA,M,1.0,1.0
LIA MARTINS; MENG HUEY HSU; ROSIANE DE FREITAS,F,2.0,1.0
JULIA FERREIRA; JORGE RIBEIRO; ARISTOTELAS DE FREITAS JUNIOR; GABRIEL SOUSA; ITALO DA SILVA; HUGO SANTOS; MATHEUS MENEZES; ARTUR SILVA; BRUNO FERREIRA; LUCAS DE JESUS; VICTOR DE LEMOS; ANTONIO MORAES NETO; ALEXANDRE DE OLIVEIRA,F,1.0,1.0
STEPHANIE ALENCAR BRAGA; CAIO RAVELI F. BARBOSA; PRISCYLLA DA SILVA TAVARES; MIKHAIL JOSE PIRES PEDROSA DE OLIVEIRA,F,2.0,1.0
NEVERSON SILVA; CRISTIANO RIBEIRO; NICOLAS NASCIMENTO; AFONSO SALES,unknown,0.0,1.0
ISRAELY LIMA; FRANCISCO ADAM ANDRADE; JORGE LUIZ SOUSA; RAI RODRIGUES; MARINA ROCHA; GABRIELA DIAS; JACILANE DE H. RABELO,unknown,3.0,1.0
KENNEDY DOS S. SILVA; ANDERSON C. DE LIMA; AMAURY ANTONIO DE C. JUNIOR; VALGUIMA VICTORIA V. A. ODAKURA,M,0.0,1.0
FRANCISCO ADAM ANDRADE; ISRAELY LIMA; LETICIA M. PUGA; LAURA M. PUGA; ALINE H. A. BARROS; ANA LIVIA N. RAMOS; JACILANE DE H. RABELO,M,5.0,1.0
KAMILA SCALZER; LARA CALEGARIO GUEDES; LISANIA SOARES MIRANDA; NICOLLY DO CARMO REIS; DIONE SOUSA ALBUQUERQUE DE LIMA; ALEXTIAN BARTHOLOMEU LIBERATO,F,4.0,1.0
KENNEDY DOS S. SILVA; ANDERSON C. DE LIMA; AMAURY ANTONIO DE C. JUNIOR; VALGUIMA VICTORIA V. A. ODAKURA,M,0.0,1.0
HIERO HENRIQUE BARCELOS COSTA; JOAO STEPHAN SILVA MAURICIO; AUGUSTO DE FILIPPO CAVALINI; GABRIEL HENRIQUE DE SOUZA; GABRIEL MATTOS; DAVI LUIS DE FARIA ROCHA; JULIA ZOFFOLI CACADOR; ROBERT GONCALVES VIEIRA DE SOUZA; LUIZ GUSTAVO FERREIRA NAZARETH; MARCELO IAN REZENDE MENEZES; PEDRO HENRIQUE DIAS VALLE; JOVENTINO DE OLIVEIRA CAMPOS,unknown,1.0,1.0
LYZIANE DA S. NOGUEIRA; ZEZINETO M. DE OLIVEIRA SEGUNDO; SEBASTIAO E. ALVES FILHO; JESSICA N. F. L. ARAUJO; ROMMEL W. DE LIMA; CERES G. B. MORAIS,unknown,2.0,2.0
JOAO PINHEIRO; JULIA GODINHO; YURI GUEDES; GLOSDEMBERGER CARDOSO; DEBORA ZUMPICHIATTI; JANAINA GOMIDE,M,3.0,1.0
DANIELA ELOISE FLOR; EDUARDO HENRIQUE MOLINA DA CRUZ; AYSLAN TREVIZAN POSSEBOM; CARLOS ROBERTO BELETI JUNIOR; RODRIGO HUBNER; PAULO CESAR GONCALVES; CESAR ALBERTO DA SILVA; LINNYER BEATRYZ RUIZ AYLON,F,1.0,1.0
SILVEIRO SIROTHEAU; JOAO SANTOS; ELOI FAVERO,unknown,0.0,1.0
RAABY MIRANDA; DIOVANNI ARAUJO; CARLOS PORTELA; ALBERT LOPES,unknown,0.0,2.0
CINTHYAN BARBOSA; ROBSON BONIDIA; JOAO NETO,unknown,0.0,1.0
GRALICENE VIANA; ALBERT LOPES; CARLOS PORTELA; SANDRO OLIVEIRA,unknown,0.0,1.0
JESSICA MENDES; YANDSON COSTA; KASTNEY FRAZAO; RODRIGO SANTOS; DAVI SANTOS; LUIS RIVERO,F,1.0,2.0
DIEGO HOSS; GIL ANDRADE; ROBERTA SUERO; ADRIANO YASUDA; JONATAS NASCIMENTO; JOSEPHER SILVA; LEVY SILVA,M,1.0,1.0
PAULEANY MORAIS; JEAN ROSA; ECIVALDO MATOS; MARLO SOUZA; LUANA CARNEIRO; MURILO SOUZA,unknown,1.0,1.0
FERNANDA PIRES; KAROLAYNE TEIXEIRA; MARCELA PESSOA; POLIANNY LIMA,F,3.0,1.0
ARLLON LIMA; MARCOS DINIZ; MARIANNE ELIASQUEVICI,unknown,1.0,1.0
RAYLLON S. PESSOA; LAFAYETTE B. MELO,unknown,0.0,2.0
TAW-HAM ALMEIDA BALBINO DE PAULA; PEDRO GIMENES BRAVIM; SIMON LUCENA DE CASTRO; LAFAYETTE BATISTA MELO; ALEX SANDRO DA CUNHA REGO,unknown,0.0,2.0
VINICIUS CORBELLI; ALESSANDREIA OLIVEIRA; EDMAR OLIVEIRA; WILLIAMSON SILVA; PEDRO HENRIQUE DIAS VALLE,M,0.0,2.0
NIKOLAS OLIVER SALES GENESIO; ALESSANDREIA MARTA DE OLIVEIRA; EDMAR WELINGTON OLIVEIRA; PEDRO HENRIQUE DIAS VALLE,M,0.0,1.0
RAFAEL FERRAO; LUIZE ABREU; SIMONE CAVALHEIRO; LUCIANA FOSS; ANDRE DU BOIS; CLAUSE PIANA; ANA PERNAS; RENATA REISER,M,5.0,1.0
MICHELLE CAVALCANTE; JOAO LUCAS SILVA; ESDRIANE VIANA; JAMILSON RAMALHO,F,1.0,1.0
GILBERTO ASTOLFI; DEJAHYR LOPES JUNIOR,M,0.0,1.0
DANIELA SILVA; HERLESON PONTES,F,1.0,1.0
WILLIAN FRANTZ; HERLESON PONTES,M,0.0,1.0
PAULEANY S. MORAIS; JEAN C. S. ROSA; ANNA RAQUEL S. MARINHO; ECIVALDO MATOS,unknown,1.0,1.0
FERNANDO LEITE; GABRIEL CARDOSO; YANDSON COSTA; IGOR ESTRELA; ANTONIO PINTO; EDNARA PEREIRA; GERALDO BRAZ JUNIOR; LUIS RIVERO,M,1.0,1.0
JOSE VITERBO; CLODIS BOSCARIOLI; FLAVIA CRISTINA BERNARDINI; MATEUS FELIPE TEIXEIRA,M,1.0,1.0
ROZELMA FRANCA; VICTOR FERREIRA; LUMA DE ALMEIDA; HAROLDO DO AMARAL,unknown,1.0,1.0
MATHEUS C. MEIRA; MARRI S. S. LIMA; MARCOS A. F. BORGES,M,0.0,1.0
SIMAO MARTIN; SIMONE CAVALHEIRO; RENATA REISER; LUCIANA FOSS; ANA RITA MAZZINI; ANDRE DU BOIS; CLAUSE PIANA,M,4.0,1.0
MAURICIO ARIMOTO; WELDREY OLIVEIRA,M,0.0,1.0
PEDRO C. CHAABAN; ROBSON MEDEIROS; JORGE LUIZ SOUSA; MARINA ROCHA; GEORGE MAIA; ISRAELY LIMA; RICARDO DAVI BATISTA; JACILANE DE H. RABELO,M,2.0,1.0
MARINA ROCHA; PEDRO C. CHAABAN; JORDAS FELIPE SILVA; ISRAELY LIMA; ALINE ALVES; JACILANE DE H. RABELO,F,3.0,2.0
THAYRLA OLIVEIRA ARAUJO; SHIRLEY NAIRA C. DA SILVA; PATRICIA FREITAS C. DE VASCONCELOS; EDVAN CORDEIRO DE MIRANDA,unknown,2.0,1.0
THIAGO G. DE ALMEIDA; EDERSON R. DA COSTA; ENILDA APARECIDA M. DA R. CACERES; ESTEIC JANAINA S. BATISTA,M,1.0,1.0
MOUGLAS GOMES; RICHARLYSON D'EMERY; GILBERTO CYSNEIROS,unknown,0.0,1.0
DELLER JAMES FERREIRA; DIRSON SANTOS DE CAMPOS; ANDERSON CAVALCANTE GONCALVES,unknown,0.0,1.0
RUAN M. S. COSTA; DANYLLO W. ALBUQUERQUE; EMANUEL DANTAS FILHO; DALTON C. G. VALADARES; ALEXANDRE B. GOMES; MIRKO PERKUSICH,M,0.0,2.0
LARRYSA MIRELLY ROSENDO FIGUEIREDO; AYLA DANTAS REBOUCAS,unknown,1.0,1.0
LUCAS HENRIQUE DE L. SILVA; ROZELMA SOARES DE FRANCA,M,0.0,1.0
BEZERRA NETO R. N.; KALLIL ARAUJO; EDUARDO ARANHA; KLEBER FERNANDES; MARCIA LUCENA; GILDENE FERNANDES,unknown,2.0,2.0
ANGELICA SAYURI MIZUTANI; RENATO AUGUSTO PLATZ GUIMARAES NETO; CARLA SANTOS DE OLIVEIRA; VITOR TAVARES DE OLIVEIRA; HELOISA DA SILVA CONTRERA; DANIELA ELOISE FLOR; LINNYER BEATRYS RUIZ AYLON,F,4.0,1.0
CHRISTIANE GRESSE VON WANGENHEIM; ALDO VON WANGENHEIM; FERNANDO S. PACHECO; M. NATHALIE F. FERREIRA; JEAN C. R. HAUCK,F,1.0,1.0
SARAJANE PERES; CLODIS BOSCARIOLI; ALEXANDRA FERRARI; CAMILA COSTA; CAIO ALVES; CHARLES DE SALLES; GABRIEL BRUSCATTO; GABRIELA SILVA; LUCAS DA SILVA; LUIZ FERNANDO DE SOUZA; MATEUS TEIXEIRA; PEDRO DELMONDES; PRISCILLA WAGNER,F,5.0,1.0
FABIO BEZERRA; KLISSIOMARA DIAS,M,0.0,1.0
EDILAINE SANTIAGO DE OLIVEIRA; GILVANDENYS LEITES SALES; PRYSCILLA DE SOUSA PEREIRA; RAMIRES DO NASCIMENTO MOREIRA,F,1.0,2.0
