autores_tratados,Sexo Primeiro Autor (dic),Qtd Autores Feminino (dic),Qtd Autores Unknown (dic)
AMAURY ANTONIO DE CASTRO JUNIOR; LUCIANA MONTERA CHEUNG; ESTEIC JANAINA SANTOS BATISTA; ANDERSON CORREA DE LIMA,M,1.0,1.0
RUBENS ANDERSON DE S. SILVA; BOSCO BORGES A. F.; MARIA DE FATIMA P. FERREIRA; ISMAYLE DE SOUSA SANTOS; ROSSANA M. C. ANDRADE,M,2.0,1.0
IAN C. M. SILVA; GUSTAVO R. MOREIRA; LIVIA M. C. CAMPOS; NEWARNEY T. COSTA; RENAN VINICIUS ARANHA; VINICIUS HENRIQUE A. BARROS; CLEON X. PEREIRA JUNIOR,M,1.0,1.0
ENYO GONCALVES; ANA CARLA HOLANDA; DORGIVAL NETTO; HELENA CRISTINA BASTOS; ANDRE CALISTO; MAYARA SANTOS; FABIO Q. B. SILVA; CARLA SILVA; JAELSON CASTRO,unknown,4.0,1.0
KLISSIOMARA DIAS; MIQUEIA SERRAO,unknown,0.0,1.0
RODRIGO PESSOA MEDEIROS; TACIANA PONTUAL FALCAO; GEBER LISBOA RAMALHO,M,1.0,1.0
ORNELIO HINTERHOLZ; GRACIETH VALENZUELA; WENDER DA SILVA; ANGELO FREIRE,M,0.0,1.0
PAULYNE JUCA; ALEX ALEXANDRINO; ALEXSANDRO ALEXANDRINO; GERMANA ROLIM; CARLOS DIEGO DE ALMEIDA,unknown,1.0,1.0
PAULEANY MORAIS; FRANCISCO SILVA JUNIOR,unknown,0.0,1.0
LUEMY AVILA; FLAVIA CRISTINA BERNARDINI; PATRICK MORATORI,unknown,1.0,1.0
CLODIS BOSCARIOLI; MILENE SILVEIRA; RAQUEL PRATES; SILVIA BIM; SIMONE BARBOSA,unknown,4.0,1.0
FABRICIO HERPICH; RAFAELA JARDIM; RICARDO SILVA; GLEIZER VOSS; FELIPE NUNES; ROSECLEA MEDINA,M,1.0,2.0
ADELITO FARIAS; TANCICLEIDE GOMES; GIORDANO CABRAL,M,0.0,1.0
ADRIANA MARTINHAGO; RODRIGO SMARZARO; IASMINI LIMA; LEIDIANE GUIMARAES,F,2.0,1.0
ERAYLSON GALDINO; ALINE FERREIRA; SEBASTIAO S. NETO; RENATO LOPES; ARIANE RODRIGUES,unknown,2.0,1.0
GABRIEL SANTOS; WILLIAMSON SILVA; PEDRO HENRIQUE DIAS VALLE,M,0.0,1.0
ALEXANDRE ARAGAO; NATHYANE MORENO; DAVI VIANA; FRANCISCO SILVA; TERCIO SOUSA; LUIS RIVERO; ARIEL TELES; ARLINDO DA CONCEICAO; INALDO COSTA,M,0.0,1.0
LETICIA DE PAULA; LAURA SARKIS; DARICELIO SOARES; DANIEL SILVA,F,2.0,1.0
TIAGO NOGUEIRA; LETYCIA DUARTE; SIMONE LOS; JULLIAN LUZ; DELLER FERREIRA,M,2.0,2.0
CRISSIA MARCELINO; FRANCISCO NASCIMENTO,unknown,0.0,1.0
DANNE DA SILVA OLIVEIRA; HEITOR COSTA; PAULO AFONSO PEREIRA JUNIOR,unknown,0.0,1.0
IVANILSE CALDERON; PEDRO VALLE; ANA ORAN; RICARDO VILELA; RAYFRAN LIMA; RENATO GARCIA; WILLIAMSON SILVA; EDUARDO FEITOSA,F,2.0,2.0
TAIANNE VALERIE ALVES MOTTA; GLAUCIA BRAGA E SILVA,unknown,1.0,1.0
EDNEUCI AUDACIO; ANNA PAULA DE A. LANDE; REBECA TEODORO DA SILVA; ELIAS CANHADAS GENGIVIR,unknown,2.0,1.0
BRUNO PEDRACA DE SOUZA; BRUNO ARAUJO BONIFACIO; PRISCILA SILVA FERNANDES; ANDREW L. FONTAO; ARILO CLAUDIO DIAS-NETO,M,1.0,1.0
ADRIANO DE SOUZA; FERNANDA DOS SANTOS; LIDVALDO DOS SANTOS; PATRICK BELEM; SIRIUS DA SILVA; ADRIANA VIVACQUA; RAFAEL DE MELLO,M,2.0,2.0
SARASUATY YELISETTY; LILIAN BARROS; TALITA SLAVOV; JOHNNY MARQUES,unknown,2.0,1.0
MARCIO IMAMURA; LUIZ ALEXANDRE COSTA; BRUNO PEREIRA; FRANCISCO HENRIQUE FERREIRA; AWDREN FONTAO; RODRIGO PEREIRA DOS SANTOS,M,0.0,1.0
GISLAINY CRISOSTOMO VELASCO; SERGIO T. CARVALHO,unknown,0.0,1.0
EDANS FLAVIUS DE OLIVEIRA SANDES; ALBA CRISTINA M. A. DE MELO,unknown,1.0,1.0
JURANDY ALMEIDA; NEUCIMAR J. LEITE; RICARDO DA S. TORRES,M,0.0,1.0
ROSTAND COSTA; FRANCISCO BRASILEIRO,unknown,0.0,1.0
JULIO CESAR DOS REIS; M. CECILIA C. BARANAUSKAS; RODRIGO BONACIN,M,0.0,1.0
ARILO CLAUDIO DIAS NETO; GUILHERME HORTA TRAVASSOS,unknown,0.0,1.0
ELI CORTEZ; ALTIGRAN SOARES DA SILVA,M,0.0,1.0
LESANDRO PONCIANO; FRANCISCO BRASILEIRO,unknown,0.0,1.0
CAIO AUGUSTO R. DOS SANTOS; RIVALINO MATIAS JR.,M,0.0,1.0
HECTOR N. B. PINHEIRO; TSANG ING REN; GEORGE D. DA C. CAVALCANTI,M,0.0,1.0
KLAIRTON DE LIMA BRITO; ZANONI DIAS,unknown,0.0,2.0
GABRIEL SIQUEIRA; ANDRE RODRIGUES OLIVEIRA; ZANONI DIAS,M,0.0,1.0
GUILHERME ALVES TODA; ALTIGRAN SOARES DA SILVA,M,0.0,1.0
GABRIEL MATHEUS ALMEIDA; LEIZER DE LIMA PINTO; KLEBER VIEIRA CARDOSO,M,0.0,1.0
SUSANNA DE REZENDE; YOSHIKO WAKABAYASHI,unknown,1.0,1.0
EDUARDO DA SILVA; ALDRI L. DOS SANTOS; LUIZ CARLOS P. ALBINI,M,0.0,1.0
GUSTAVO RODRIGUES GALVAO; ZANONI DIAS,M,0.0,1.0
YVENS R. SERPA; MARIA ANDREIA F. RODRIGUES,unknown,1.0,1.0
SILVIA BIM; ROSIANE FREITAS; CRISTIANO MACIEL; MORY LOBO; LARISSA PESSOA; FERNANDA PIRES; JEAN RANGEL; JOAO BERNADO; KARLA PEREIRA,F,5.0,1.0
MARCIA GONCALVES DE OLIVEIRA; RUTINELLI DA PENHA FAVERO; MONICA F. DA SILVA LOPES; ANNE CAROLINA SILVA; JENNIFER GONCALVES DO AMARAL; HELEN FRANCA MEDEIROS,F,5.0,1.0
MARIA ROSELENE A. LIMA; GEISIANE S. MATOS; SARA M. SILVA; FABIOLA PANTOJA O. ARAUJO; YOMARA PINHEIRO PIRES,F,4.0,1.0
SYLVANA KARLA S. L. SANTOS,unknown,0.0,1.0
KECIA FERREIRA; GLIVIA BARBOSA; SILVIA ALBUQUERQUE,F,2.0,1.0
FLAVA AMIM; JAQUELINE MOURA; KARINA FERNANDES; KETRIN VARGAS; ALINE MELLO,unknown,4.0,1.0
VALGUIMA ODAKURA,unknown,0.0,1.0
CARMEM L. S. SURMANI; LUCAS G. M. SANTOS; MARIANE G. C. OLIVEIRA; DANIELLA S. PAIVA; JOANNA R. NOGUEIRA; TAMIRES M. REZENDE; JOICYMARA S. XAVIER,F,5.0,1.0
SAFYRE A. FARAO; ANDREA SABEDRA BORDIN,unknown,1.0,1.0
BRUNA MARIANA F. DE SOUZA; KALIL FERREIRA; ADRYA ARAUJO; JEOVANA LEAO; JULIS FIGUEIRA DE ARAUJO; MARIANA BARROS; TANARA LAUSCHNER; FABIOLA GUERRA NAKAMURA,F,6.0,1.0
BARBARA DE LIMA; CLEYFANE AUANNY OLIVEIRA SILVA; GIOVANNA ALMEIDA VIEIRA; JUCYELLE BARROS DO NASCIMENTO; MARIA LUIZA CORREIA OLIVEIRA LIMA; NOEMY ROBERTA DE OLIVEIRA SILVA; WEMILLY MARIA RODRIGUES LEITE DE SOUZA; RAQUEL DA SILVA CABRAL,F,6.0,2.0
BEATRIZ A. DE MIRANDA; MARCELLA M. S. C. DE ALMEIDA; IVYNA R. S. ALVES; LIVIA M. R. S. CAMPOS,F,3.0,1.0
MORY MARCIA DE OLIVEIRA LOBO; CRISTIANO MACIEL,unknown,0.0,1.0
LARA M. LOPES; LILIAN VERINO; ALICE P. M. DA SILVA; CAMILA R. CRISOSTOMO; AYNOA P. MATOS; MARIA FERNANDA ITACARAMBI; CHRISTINE R. LOURENCO; SYLVANA KARLA S. L. SANTOS,F,6.0,2.0
GABRIEL VIEIRA LIMA; LAILLA GALENO DA SILVA; STEFFANE DE OLIVEIRA CASTRO; JOSE VICENTE LIMA GARROS; VINICIUS SCHINEIDER JANUARIO VIANA; YASMIN MILHOMEM DE OLIVEIRA; SIMONE AZEVEDO BANDEIRA DE MELO AQUINO; THIAGO PAIVA FREIRE,M,3.0,1.0
LAILLA GALENO DA SILVA; SIMONE AZEVEDO BANDEIRA DE MELO AQUINO; THIAGO PAIVA FREIRE,unknown,1.0,1.0
LAILLA GALENO DA SILVA; GABRIEL VIEIRA LIMA; SIMONE AZEVEDO BANDEIRA DE MELO AQUINO; EVELINE DE JESUS VIANA SA; THIAGO PAIVA FREIRE,unknown,2.0,1.0
LEIHGE ROSELLE RONDON PEREIRA; KARLA DE SOUZA E SILVA; EUNICE PEREIRA DOS SANTOS NUNES; CRISTIANO MACIEL,unknown,2.0,1.0
EIRENE DE OLIVEIRA FIREMAN; KARLA SOPHIA SANTANA DA CRUZ; LILIAN GISELLY PEREIRA SANTOS; LIVIA DE MARIA CALADO MACHADO SOARES; NAYSE DA SILVA FAGUNDES; SUZY KAMYLLA DE OLIVEIRA MENEZES; ULLYANNE JULIA FREIRE PATRIOTA; RAQUEL DA SILVA CABRAL,unknown,5.0,3.0
VINICIUS SCHINEIDER JANUARIO VIANA; YASMIN MILHOMEM DE OLIVEIRA; GABRIEL VIEIRA LIMA; STEFFANE DE OLIVEIRA CASTRO; ARICELMA COSTA IBIAPINA; SIMONE AZEVEDO BANDEIRA DE MELO AQUINO,M,3.0,1.0
THALITA MARIA DO NASCIMENTO; MAYARA L. DE F. NEVES; HELOISA B. MENDES; CAMILLA L. ASSOLARI; CLAUSIUS D. G. REIS; KAMILA T. LYRA; RACHEL C. D. REIS,F,6.0,1.0
BIANCA P. CASTRO; HANANI E. F. SOARES; THAMIRES P. S. SCHIAVINI; MARISTELA HOLANDA; ALETEIA ARAUJO,F,4.0,1.0
VINICIUS SCHINEIDER JANUARIO VIANA; YASMIN MILHOMEM DE OLIVEIRA; GABRIEL VIEIRA LIMA; LAILLA GALENO DA SILVA; SIMONE AZEVEDO BANDEIRA DE MELO AQUINO; THIAGO PAIVA FREIRE,M,2.0,1.0
DANIELLY SILVA PAULINO; JOAO PEDRO DE SOUSA DOS SANTOS; ERICA DE LIMA GALLINDO; HOBSON ALMEIDA CRUZ,F,2.0,1.0
RENATA V. DE FIGUEIREDO; VANESSA FARIAS DANTAS; GABRIELA COUTINHO; RYSLANIA R. S. NASCIMENTO; ANA CAROLINE C. NASCIMENTO; BEATRIZ PAMELA M. NUNES,F,5.0,1.0
ANDREIA MARINI; HELOISE ACCO TIVES; ISA DE FATIMA SARDA MULER; GRICEL DE OLIVEIRA,F,3.0,1.0
MARIA FERNANDA ABALEM FRANCA NUNES COSTA; LEIHGE ROSELLE RONDON PEREIRA; THALIA S. DE SANTANA; CRISTIANO MACIEL,F,2.0,1.0
ALINE VIEIRA DE MELLO; AMANDA MEINCKE MELO; ALICE FONSECA FINGER; ILDEVANA POLTRONIERI RODRIGUES,F,3.0,1.0
LUCIANA A. F. MARTIMIANO; NIKAELLY V. DE LIMA; VALERIA D. FELTRIM; LARISSA RODER,F,3.0,1.0
ROSIANE DE FREITAS; LUDYMILA LOBO; TAYANA CONTE,F,2.0,1.0
KARINA MOCHETTI; LUCIANA SALGADO; ANA VALLADARES ZERBINATO; BEATRIZ LOPES SOUZA; MEIRYLENE ROSA EMIDIO AVELINO,F,4.0,1.0
WALESKA GONCALVES DE LIMA; GISELI DUARDO MACIANO; ALESSANDRA FERREIRA DOS SANTOS; LEIHGE ROSELLE RONDON PEREIRA; HELENA CRISTINA DIAS MAGALHAES; SABRINA BOURSCHEID SASSI; CRISTIANO MACIEL; EUNICE PEREIRA DOS SANTOS NUNES,F,6.0,1.0
JOICY DALIANE OLIVEIRA; ELMA ROCHA; THAYRONE SANTOS; SORAYA MEDEIROS; ISABEL DILLMANN NUNES,F,4.0,1.0
LUCIANA MARIA AZEVEDO NASCIMENTO; YURI OLIVEIRA DE LIMA; CARLOS EDUARDO BARBOSA; LUIS FELIPE COIMBRA COSTA; ANA MOURA SANTOS; LARISSA GALENO; GERALDO BONORINO XEXEO; JANO MOREIRA DE SOUZA,F,3.0,1.0
BARBARA DE LIMA; CLEYFANE AUANNY OLIVEIRA SILVA; GIOVANNA ALMEIDA VIEIRA; JUCYELLE BARROS DO NASCIMENTO; MARCELLY BEATRIZ DOS SANTOS SILVA; MARIA LUIZA CORREIA OLIVEIRA LIMA; NOEMY ROBERTA DE OLIVEIRA SILVA; REBECA OLIVEIRA CORREIA QUEIROZ; THALIA DE OLIVEIRA SANTOS; WEMILLY MARIA RODRIGUES LEITE DE SOUZA; RAQUEL DA SILVA CABRAL,F,9.0,2.0
GLEICIANE A. FERNANDES; GABRIEL SILVA; CECILIA IONARA P. DE ARAUJO; BRENO WENDEL P. DE ARAUJO; DHENNIFER ALVES; ISAQUE SEVERINO; LEIA S. DE SOUSA,F,3.0,1.0
IDALMIS MILLIAN SARDINA; CRISTIANO MACIEL,unknown,0.0,1.0
ANDRESSA R. VINHAL; VALGUIMA V. V. A. ODAKURA,F,1.0,1.0
GABRIEL VIEIRA LIMA; YASMIN MILHOMEM DE OLIVEIRA; LAILLA GALENO DA SILVA; VINICIUS SCHINEIDER JANUARIO VIANA; ARICELMA COSTA IBIAPINA; THIAGO PAIVA FREIRE; SIMONE AZEVEDO BANDEIRA DE MELO AQUINO,M,2.0,2.0
SARA L. DE FARIAS; THALIA S. DE SANTANA; MARIA LUIZA F. SILVA; RAMAYANE B. BRAGA; ADRIANO H. BRAGA,F,3.0,1.0
TANARA LAUSCHNER; ROSIANE DE FREITAS; FABIOLA NAKAMURA; LUDYMILA LOBO,F,3.0,1.0
REBECA HILDA FURTADO COSTA; SARA DAS MERCES SILVA; YOMARA PINHEIRO PIRES; FABIOLA PANTOJA O. ARAUJO,F,3.0,1.0
AMANDA MEINCKE MELO; LETICIA GINDRI; CLEVI RAPKIEWICZ; ALINE VIEIRA DE MELLO; ALICE FINGER; ALEXIA BAGESTEIRO CAMARGO; HARIEL SOUZA,F,5.0,1.0
GABRYELLA DA S. GARCIA; SARA L. DE FARIAS; MARIA ALICE N. SILVA; LETICIA S. CAMARGO; THALIA S. DE SANTANA; RAMAYANE B. BRAGA; ADRIANO H. BRAGA; NATALIA DO C. LOUZADA,F,6.0,1.0
MATHEUS MATTOS DE ALMEIDA CRUZ; SILVIA AMELIA BIM; LIGIA CRISTINA BATTEZZATI; MATEUS SANTOS; RITA C. G. BERARDI; VALISSA PAIVA,M,3.0,1.0
CARLA SANTOS DE OLIVEIRA; NATANI GABRIELI BOCO CAVALCANTE; DANIELA ELOISE FLOR; EDUARDO HENRIQUE MOLINA DA CRUZ; CARLOS ROBERTO BELETI JUNIOR; LINNYER BEATRIZ RUIZ AYLON,F,3.0,1.0
WAINE JUNIOR; LOHANA SANTOS; ANDRE MANZANO; ANGELA FARIAS; TAMYRES SOUZA; ISSUFI BADJI; SORAIA PRIETCH; ROGER RESMINI,unknown,4.0,2.0
ANNA MARQUES; VALERIA PINHEIRO; ANA ALENCAR; KARINA BRANCO; RHENARA ALVES; MARIA MENDES,F,5.0,1.0
LAURA QUEVEDO JURGINA; TIAGO D. MACKEDANZ; ANA CAROLINA N. KONRADT; LOUISE BEZERRA; KATHE BESERRA; MARIA JULIA DUARTE LORENZONI; BIANCA B. DULLIUS; LEOMAR S. ROSA JUNIOR,F,5.0,1.0
KARINA MOCHETTI; RAQUEL BRAVO; LUCIANA SALGADO; CARLA LEITAO; CAMILLE BRAGA; GABRIELA HECKSHER; KAYALLA PONTES,F,6.0,1.0
MARIA AUGUSTA S. N. NUNES; CAROLINA S. LOUZADA; EDILAYNE M. SALGUEIRO; BEATRIZ T. ANDRADE; PATRICIA S. DE LIMA; RAQUEL M. C. T. FIGUEIREDO,F,5.0,1.0
JULIE SILVA PEREIRA; LUIZA ROSA DE MOURA; NURIAN MARIA AMANCIO COELHO; GABRIELA CARDOSO MONTES; IVY OLIVEIRA MAGESTI; ALESSANDRA MARTINS COELHO,F,5.0,1.0
RAQUEL LOPES; BEATRIZ MACIEL; DAYANNY SOARES; LARRYSA FIGUEIREDO; MARCUS CARVALHO,F,2.0,2.0
PATRICIA ARAUJO-DE-OLIVEIRA; LORENA NUNES; MAIARA PRISCILA LIMA DOS SANTOS; KAMILA FARIAS; ADRILANA OLIVEIRA,F,4.0,1.0
IALY C. SOUSA; LILIAN H. TEIXEIRA; JERRY A. SOUZA; MOACY P. SILVA; MARY KARLLA A. GUIMARAES; IANA DAYA C. F. PASSOS,unknown,3.0,1.0
ECIVALDO S. MATOS; MARIA JOSE DOS SANTOS; JULIANA M. S. OLIVEIRA; ANA CAROLINA C. FERREIRA; EMILAYNE F. CORLETT,M,3.0,1.0
LUCIANA SALGADO; CLAUDIA CAPPELLI; MEIRYLENE ROSA EMIDIO AVELINO,F,2.0,1.0
AYSA MARA ROVERI ARCANJO; ELISANDRA APARECIDA ALVES DA SILVA; NADIA MARIA CECILIA DE LIMA,unknown,2.0,1.0
VANESSA L. SILVA; DANDHARA P. R. M. LUCENA; VIVIANE C. O. AURELIANO,F,2.0,1.0
MARIA FERNANDA ABALEM FRANCA NUNES COSTA; LEIHGE ROSELLE RONDON PEREIRA; CRISTIANO MACIEL; EUNICE PEREIRA DOS SANTOS NUNES,F,2.0,1.0
LUCIANA SALGADO; MEIRYLENE AVELINO; IRIS HERDY; AMARA SANTOYANI; MATEUS MONTEIRO,F,3.0,1.0
ANA CLARA DO VALLE; GABRIELLY LUIZA TRAJANO SOARES; ELLOA FONSECA LIMA; JOAO GABRIEL ROCHA SILVA; MARIA JULIA MARQUES SCHETTINI,F,3.0,1.0
ANA ELISA SCHMIDT; HIRYNA PHILIPPS DE BRITTO; MOZARA DIAS KOEHLER,F,1.0,2.0
JARDELY MARIS DA SILVA SANTOS; LIVIA MARIA RODRIGUES SAMPAIO CAMPOS,unknown,1.0,1.0
LETICIA M. B. LUCENA; MARIA Y. C. SANTOS; SAMARA M. N. GONCALVES; JARBELE C. S. COUTINHO,F,3.0,1.0
GIOVANA LUCCA; JULIANY RAIOL; NICOLI ARAUJO; RAFAELA SOUSA; ELLOA GUEDES,F,4.0,1.0
VIVIANE CRISTINA OLIVEIRA AURELIANO; MARIA EDUARDA SANTANA DOS SANTOS; VANESSA CARLA PEREIRA DA SILVA; EMMANUELE RIBEIRO DE MENDONCA,F,3.0,1.0
ANA LUIZA S. MILSON; INDRA MATSIENDRA C. D. RIBEIRO; IZABELA A. ANDRADE; JULIA M. M. GONCALVES; LUISA M. LABOISSIERE; MARCELLA D. FERREIRA; DANIEL H. DALIP; MICHELE A. BRANDAO; MIRELLA M. MORO,F,7.0,1.0
GIORGIA O. MATTOS; JOSILENE A. MOREIRA; LAURA L. A. O. CAMPOS; LUYZA E. D. NASCIMENTO; MARIA L. M. CALIXTO; VANESSA G. L. PESSOA; TIAGO E. S. ARAUJO,F,5.0,1.0
LAUANA MARIA C. DE OLIVEIRA; RHENARA ALVES OLIVEIRA; ANNA BEATRIZ MARQUES,F,2.0,1.0
LISIEUX MARIE MARINHO DOS S. ANDRADE; SIMONE DE OLIVEIRA SANTOS; MARIA RODRIGUES GOMES; AGATHA ALVES MARTINS RODRIGUES; ARIADNA CARREIRO DE MIRANDA; LUCAS LIMA SOUSA TORRES; CLAUDIA SOUSA BARBOSA,unknown,5.0,1.0
HELOISA GUIMARAES COELHO; LUIS FERNANDO MAIA SANTOS SILVA; SAMORE ELLEN PACHECO BARBOSA; ALEXIA RODRIGUES SILVA; SABRINA PACHECO SILVEIRA; JOSE WILKER PEREIRA LUZ,F,3.0,1.0
EMELY V. V. ALBERNAZ LOPES; VALGUIMA V. VIANA AGUIAR ODAKURA,F,1.0,1.0
KALEANDRA C. ALMEIDA; ANA CAROLINA MARCELINO; ANTONY B. TURRA; LUCIANA B. FRIGO; ELIANE POZZEBON,unknown,3.0,1.0
BARBARA DE LIMA; JUCYELLE BARROS DO NASCIMENTO; ELIANA SILVA DE ALMEIDA; RAQUEL DA SILVA CABRAL,F,3.0,1.0
MARIA AUGUSTA S. N. NUNES; CAROLINA S. LOUZADA; EDILAYNE M. SALGUEIRO; BEATRIZ T. ANDRADE; PATRICIA S. DE LIMA; RAQUEL M. C. T. FIGUEIREDO,F,5.0,1.0
GLEYCIANE B. FREITAS; ODILEUZA S. RODRIGUES; CARLOS S. PORTELA; VIVIANE A. SANTOS; YOMARA P. PIRES; MARCELLE P. MOTA; PAULA T. PALOMINO,F,4.0,2.0
DYNNAH HANNA MAX P. G. DA SILVA; ALANA MARQUES DE MORAIS; ALINE MARQUES DE MORAIS,unknown,2.0,1.0
TANIRO RODRIGUES; CLAUDIO MICELI; FLAVIA DELICATO; LUCI PIRMEZ; PAULO PIRES; PRISCILLA VICTOR; THAIS BATISTA,unknown,4.0,1.0
ROGERIO ALBANDES; ALEXANDRE SOUZA; RODRIGO LAMBRECHT; FRANKLIN BARCELLOS; ADENAUER YAMIN,M,0.0,1.0
THIAGO A. S. S. CORTEZ; VANESSA C. O. SOUZA; RAFAEL M. D. FRINHANI; MELISE M. V. PAULA,M,1.0,1.0
GLIVIA A. R. BARBOSA; RAQUEL O. PRATES; VIRGILIO ALMEIDA,unknown,1.0,1.0
SIMONE I. R. XAVIER; GLIVIA A. R. BARBOSA; RAQUEL O. PRATES,F,2.0,1.0
ALEXANDRO M. ZACARON; LUIZ F. CARVALHO; MARIO H. A. C. ADANIYA; TAUFIK ABRAO; MARIO LEMES PROENCA JR,M,0.0,1.0
BEATRIZ A. RODRIGUES; RAYOL M. NETO; FABIOLA F. NAKAMURA; EDUARDO F. NAKAMURA,F,2.0,1.0
LEANDRO CAMARGO; ANA MARILZA PERNAS; ADENAUER YAMIN,M,1.0,1.0
YONATHA ALMEIDA; DANYLLO W. ALBUQUERQUE; MIRKO PERKUSICH; KATYUSCO DE FARIAS SANTOS,unknown,0.0,4.0
FELIPE C. MONTEIRO; FELIPE T. BRITO; IAGO C. CHAVES; JAVAM C. MACHADO,M,0.0,1.0
CLAUDIANE DUARTE MAGALHAES; EDER SILVA DOS SANTOS JUNIOR; D. B. LUQUE,F,1.0,1.0
GISELDO S. NEO; EVANDRO C. BARROS; ALANA V. B. S. NEO; J. ANTAO B. MOURA; ARTHUR C. CORREIA; WANDERSON R. M. RODRIGUES,M,1.0,1.0
PEDRO ARAUJO; GUILHERME MELQUIADES; PEDRO NETO; SANDINO LAMARCA; IGOR VANDERLEI; RODRIGO ROCHA; DALITON SILVA; JEAN ARAUJO,M,0.0,2.0
JOAHANNES BRUNO DIAS DA COSTA; MARCOS CESAR DA ROCHA SERUFFO; MARIANNE KOGUT ELIASQUEVICI; DANIEL DA SILVA SOUZA,unknown,1.0,1.0
EMMANOEL M. SOUSA JUNIOR; FREDERICO LOPES; IDALMIS MILLIAN,M,0.0,1.0
ALDELIR FERNANDO LUIZ; LAU CHEUK LUNG; MIGUEL CORREIA,unknown,0.0,2.0
ELTON SARMANHO SIQUEIRA; ELLTON SALES BARROS; LEONARDO BRANDAO MARQUES; DIONNE CAVALCANTE MONTEIRO,M,0.0,2.0
MAIRA CODO CANAL; LEONARDO CUNHA DE MIRANDA; LEONELO DELL ANHOL ALMEIDA; M. CECILIA C. BARANAUSKAS,F,1.0,2.0
YANDRE M. G. COSTA; LUIZ S. OLIVEIRA; ALESSANDRO L. KOERICH; FABIEN GOUYON,unknown,0.0,2.0
PATRICIA DAVET; HUBERTO KAISER FILHO; LEONARDO JOAO; LUCAS XAVIER; RODRIGO SOUZA; JOAO LOPES; ANA MARILZA PERNAS; NELSI WARKEN; ADENAUER YAMIN,F,3.0,1.0
NATYELLE OLIVEIRA SILOTTI; FABIO IAIONE; RICCIELI KENDY ZAN MINAKAWA,unknown,0.0,2.0
VANESSA MAIKE; ALYSSON PRADO; SAMUEL BUCHDID; FABRICIO GONCALVES; M. CECILIA BARANAUSKAS,F,1.0,1.0
EMANOEL SILVA; MARCELO OLIVEIRA; EDUARDO OLIVEIRA; KIEV DA GAMA; BERNARDETTE LOSCIO,M,0.0,2.0
SIDARTHA CARVALHO; RAFAEL LIMA; CAROLINA BARBOSA; ABEL SILVA-FILHO,unknown,1.0,1.0
FABIO ARAUJO; DERIAN SOBRAL; STEFANY PINHEIRO; HELDER OLIVEIRA; DENIS ROSARIO,M,1.0,1.0
VITOR HUGO M. GOMES; RODRIGO DUTRA; WEVERSON NASCIMENTO; LUIZ C. FERREIRA; MARCELINO S. DA SILVA; ALDEBARO B. R. KLAUTAU; ANTONIO PEREIRA,M,0.0,1.0
RAFAEL LUCIEN BAHR ARIAS; CINTHYAN RENATA SACHS C. DE BARBOSA; ALAN SALVANY FELINTO,M,0.0,1.0
JUSSARA M. ALMEIDA; MARCOS A. GONCALVES; RAQUEL O. PRATES; DANIEL HASAN; DILSON GUIMARAES; DIOGO R. DE OLIVEIRA; FABIANO BELEM; FLAVIO FIGUEIREDO; HENDRICKSON LANGBEHN; HENRIQUE PINTO; RAQUEL LARA; SAULO RICCI; FABRICIO BENEVENUTO,F,3.0,1.0
MARCELA PESSOA; ROBSON MELO; ADRISSON RODRIGUES; SERGIO CLEGER; JOAO MARCOS CAVALCANTI; RASIANE DE FREITAS,F,1.0,2.0
JOAO L. B. LOPES; RODRIGO S. SOUZA; GIZELE I. GADOTTI; MARCIA Z. GUSMAO; ADENAUER C. YAMIN; CLAUDIO F. R. GEYER,M,2.0,1.0
ROGERIO ALBANDES; ROGER MACHADO; JOAO LOPES; ANA MARILZA PERNAS; ADENAUER YAMIN,M,1.0,1.0
CHAULIO R. FERREIRA; MARCUS V. A. ANDRADE; SALLES V. G. MAGALHAES; ANDRE M. POMPERMAYER,unknown,0.0,2.0
CELIA G. RALHA; GABRIELA N. GUERRA; GEDALIAS H. O. VALENTIM; MURILO S. SOUSA; MARCELO F. M. PERSEGONA; MARCELLY L. S. GODINHO; ANDRE L. PERSEGONA; RAQUEL N. BLUMENSCHEIN; MARIA V. D. F. TOME; DENISE B. B. CARVALHO,F,6.0,1.0
GRACIETH M. VALENZUELA; ISAC FERREIRA; KELVIN L. DIAS; PAULO CUNHA,unknown,0.0,1.0
ARTHUR ARTONI; BRUNO OLIVEIRA; CINTHYAN SACHS DE BARBOSA,M,0.0,1.0
DANIEL VICTOR TEIXEIRA LIMA; VANILZE VAZ; FRANCISCO DE ALBUQUERQUE JUNIOR; MARCELINO SILVA DA SILVA,M,0.0,1.0
ROGERIO ALBANDES; ROGER MACHADO; ADENAUER YAMIN,M,0.0,1.0
PATRICK FERNANDES; RENATO DILLI; RENATA REISER; ADENAUER YAMIN,M,1.0,1.0
WALKIR BRITO; CLAUDIA MOTTA; PAULO ROBERTO FILHO; ZECA BORGES,unknown,1.0,1.0
ILSEU COLLING; CRISTIANO COSTA; RODRIGO RIGHI,unknown,0.0,1.0
ALYSSON PRADO; M. CECILIA BARANAUSKAS; IG IBERT BITTENCOURT; FABRICIO GONCALVES,M,0.0,2.0
GUILHERME COUTO; ANA PAULA DA SILVA; LINNYER RUIZ; FABRICIO BENEVENUTO,M,1.0,1.0
EFREM E. O. LOUSADA; RAQUEL A. F. MINI,unknown,1.0,1.0
