Event,Ano,Total_Autoras,Total_Autores_Masculinos,Primeiras_Autoras,Total_Autores,Primeiros_Autores_Masculinos,Total_Artigos,Proporcao_Autoras,Proporcao_Primeiras_Autoras,Media_Autoras_Lideranca_Feminina,Media_Autoras_Lideranca_Masculina
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM OF ROBOTICS & LATIN AMERICAN ROBOTICS SYMPOSIUM (SBR/LARS),"2023,0000",4,23,1,28,9,10,"0,1429","0,1000","2,0000","0,2222"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM OF ROBOTICS & LATIN AMERICAN ROBOTICS SYMPOSIUM (SBR/LARS),"2024,0000",2,33,0,35,8,8,"0,0571","0,0000",,"0,2500"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM OF ROBOTICS & LATIN AMERICAN ROBOTICS SYMPOSIUM (SBR/LARS),"2025,0000",12,26,5,39,7,12,"0,3077","0,4167","1,6000","0,5714"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COLLABORATIVE SYSTEMS (SBSC),"2019,0000",28,51,6,80,23,29,"0,3500","0,2069","2,3333","0,6087"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COLLABORATIVE SYSTEMS (SBSC),"2021,0000",38,27,9,67,12,21,"0,5672","0,4286","2,3333","1,4167"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COLLABORATIVE SYSTEMS (SBSC),"2022,0000",2,2,0,4,2,2,"0,5000","0,0000",,"1,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COLLABORATIVE SYSTEMS (SBSC),"2023,0000",16,11,6,30,5,11,"0,5333","0,5455","1,8333","1,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COLLABORATIVE SYSTEMS (SBSC),"2024,0000",79,52,20,134,13,33,"0,5896","0,6061","3,0500","1,3846"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COLLABORATIVE SYSTEMS (SBSC),"2025,0000",32,30,9,64,15,24,"0,5000","0,3750","2,2222","0,8000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER GAMES AND DIGITAL ENTERTAINMENT (SBGAMES),"2021,0000",33,92,9,127,30,39,"0,2598","0,2308","1,4444","0,6667"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER GAMES AND DIGITAL ENTERTAINMENT (SBGAMES),"2022,0000",161,305,39,486,97,136,"0,3313","0,2868","2,5128","0,6495"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER GAMES AND DIGITAL ENTERTAINMENT (SBGAMES),"2023,0000",167,358,39,543,112,151,"0,3076","0,2583","2,2821","0,6964"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER GAMES AND DIGITAL ENTERTAINMENT (SBGAMES),"2024,0000",87,145,23,236,35,58,"0,3686","0,3966","2,1304","1,0857"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER GAMES AND DIGITAL ENTERTAINMENT (SBGAMES),"2025,0000",125,195,28,329,51,79,"0,3799","0,3544","2,7500","0,9412"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2018,0000",13,84,3,98,26,29,"0,1327","0,1034","1,3333","0,3462"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2019,0000",6,83,3,95,27,30,"0,0632","0,1000","1,0000","0,1111"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2020,0000",8,96,5,104,26,31,"0,0769","0,1613","1,0000","0,1154"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2021,0000",7,75,2,83,28,30,"0,0843","0,0667","1,0000","0,1786"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2022,0000",6,85,0,93,27,27,"0,0645","0,0000",,"0,2222"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2023,0000",13,71,4,86,21,25,"0,1512","0,1600","1,7500","0,2857"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2024,0000",14,114,2,137,31,33,"0,1022","0,0606","2,5000","0,2903"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),"2025,0000",11,124,2,139,36,38,"0,0791","0,0526","1,5000","0,2222"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTHCARE (SBCAS),"2019,0000",25,49,7,75,14,21,"0,3333","0,3333","2,1429","0,7143"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTHCARE (SBCAS),"2020,0000",21,44,4,70,19,23,"0,3000","0,1739","1,5000","0,7895"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTHCARE (SBCAS),"2021,0000",24,53,9,80,16,25,"0,3000","0,3600","1,8889","0,4375"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTHCARE (SBCAS),"2022,0000",19,38,8,58,11,19,"0,3276","0,4211","1,2500","0,8182"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTHCARE (SBCAS),"2023,0000",37,85,10,127,26,36,"0,2913","0,2778","2,2000","0,5769"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTHCARE (SBCAS),"2024,0000",26,49,5,76,20,25,"0,3421","0,2000","1,8000","0,8500"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTHCARE (SBCAS),"2025,0000",70,120,19,194,32,51,"0,3608","0,3725","2,1579","0,9062"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING EDUCATION (EDUCOMP),"2021,0000",7,15,1,26,6,7,"0,2692","0,1429","1,0000","1,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING EDUCATION (EDUCOMP),"2022,0000",16,12,6,29,5,11,"0,5517","0,5455","1,5000","1,4000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING EDUCATION (EDUCOMP),"2023,0000",18,35,6,55,10,16,"0,3273","0,3750","2,0000","0,6000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING EDUCATION (EDUCOMP),"2024,0000",52,40,15,97,14,29,"0,5361","0,5172","2,5333","1,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING EDUCATION (EDUCOMP),"2025,0000",41,49,11,98,21,32,"0,4184","0,3438","2,2727","0,7619"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING (SBESC),"2018,0000",6,47,4,54,11,15,"0,1111","0,2667","1,0000","0,1818"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING (SBESC),"2019,0000",6,78,0,90,24,24,"0,0667","0,0000",,"0,2500"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING (SBESC),"2020,0000",11,86,3,103,27,30,"0,1068","0,1000","1,0000","0,2963"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING (SBESC),"2021,0000",11,66,2,81,19,21,"0,1358","0,0952","1,0000","0,4737"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING (SBESC),"2022,0000",8,62,0,73,16,16,"0,1096","0,0000",,"0,5000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING (SBESC),"2023,0000",8,52,3,64,11,14,"0,1250","0,2143","1,6667","0,2727"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING (SBESC),"2024,0000",1,22,0,24,6,6,"0,0417","0,0000",,"0,1667"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2008,0000",1,31,0,37,12,12,"0,0270","0,0000",,"0,0833"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2009,0000",3,22,2,29,7,9,"0,1034","0,2222","1,5000","0,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2018,0000",16,83,7,102,24,31,"0,1569","0,2258","1,2857","0,2917"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2019,0000",11,50,3,63,18,21,"0,1746","0,1429","2,0000","0,2778"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2022,0000",7,108,2,117,31,33,"0,0598","0,0606","1,0000","0,1613"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2023,0000",13,128,3,147,39,42,"0,0884","0,0714","1,0000","0,2564"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2024,0000",19,157,11,183,39,50,"0,1038","0,2200","1,3636","0,1026"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),"2025,0000",27,182,12,219,46,58,"0,1233","0,2069","1,4167","0,2174"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON DATABASES (SBBD),"2022,0000",16,50,4,68,14,18,"0,2353","0,2222","1,7500","0,6429"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON DATABASES (SBBD),"2023,0000",44,100,9,151,30,39,"0,2914","0,2308","2,3333","0,7667"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON DATABASES (SBBD),"2024,0000",54,149,14,210,37,51,"0,2571","0,2745","1,4286","0,9189"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON DATABASES (SBBD),"2025,0000",57,164,17,231,44,61,"0,2468","0,2787","1,7059","0,6364"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2018,0000",103,118,29,234,43,72,"0,4402","0,4028","2,2069","0,9070"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2019,0000",28,32,7,62,14,21,"0,4516","0,3333","2,2857","0,8571"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2020,0000",5,5,4,12,3,7,"0,4167","0,5714","1,0000","0,3333"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2021,0000",18,17,7,36,4,11,"0,5000","0,6364","2,0000","1,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2022,0000",96,104,23,202,26,49,"0,4752","0,4694","2,6522","1,3462"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2023,0000",95,100,21,203,32,53,"0,4680","0,3962","2,4286","1,3750"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2024,0000",94,110,29,209,25,54,"0,4498","0,5370","2,5172","0,8400"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),"2025,0000",134,140,30,280,39,69,"0,4786","0,4348","2,7000","1,3590"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION AND COMPUTATIONAL SYSTEMS SECURITY (SBSEG),"2020,0000",6,54,1,60,20,21,"0,1000","0,0476","1,0000","0,2500"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION AND COMPUTATIONAL SYSTEMS SECURITY (SBSEG),"2021,0000",2,20,0,22,6,6,"0,0909","0,0000",,"0,3333"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2018,0000",20,44,5,64,18,23,"0,3125","0,2174","1,4000","0,7222"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2019,0000",9,42,2,52,14,16,"0,1731","0,1250","1,0000","0,5000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2020,0000",6,21,0,27,8,8,"0,2222","0,0000",,"0,7500"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2021,0000",9,35,0,46,16,16,"0,1957","0,0000",,"0,5625"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2022,0000",28,110,9,144,36,45,"0,1944","0,2000","1,4444","0,4167"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2023,0000",35,96,8,136,24,32,"0,2574","0,2500","2,0000","0,7917"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2024,0000",32,115,11,154,32,43,"0,2078","0,2558","1,9091","0,3438"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),"2025,0000",77,125,15,207,43,58,"0,3720","0,2586","2,6000","0,8837"
"COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON SOFTWARE COMPONENTS, ARCHITECTURES, AND REUSE (SBCARS)","2008,0000",8,5,2,15,3,5,"0,5333","0,4000","2,5000","1,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON SOFTWARE ENGINEERING (SBES),"2000,0000",23,17,6,40,12,18,"0,5750","0,3333","1,8333","1,0000"
COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON SOFTWARE ENGINEERING (SBES),"2020,0000",33,65,10,104,20,30,"0,3173","0,3333","1,9000","0,7000"
"COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)","2019,0000",22,89,7,120,30,37,"0,1833","0,1892","1,2857","0,4333"
"COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)","2020,0000",12,80,5,98,26,31,"0,1224","0,1613","1,2000","0,2308"
"COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)","2021,0000",28,118,12,151,31,43,"0,1854","0,2791","1,4167","0,3548"
"COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)","2022,0000",21,81,6,109,27,33,"0,1927","0,1818","2,0000","0,3333"
"COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)","2023,0000",18,78,4,102,28,32,"0,1765","0,1250","1,0000","0,5000"
"COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)","2024,0000",17,83,6,109,24,30,"0,1560","0,2000","1,1667","0,4167"
"COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)","2025,0000",62,212,19,296,54,73,"0,2095","0,2603","1,6842","0,5556"
COMPANION PROCEEDINGS OF THE EDUCATION SEMINAR (SEMIEDU),"2024,0000",216,61,74,292,34,108,"0,7397","0,6852","2,3378","1,2647"
COMPANION PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE AND HIGH PERFORMANCE COMPUTING (SBAC-PAD),"1997,0000",7,13,5,25,7,12,"0,2800","0,4167","1,0000","0,2857"
COMPANION PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE AND HIGH PERFORMANCE COMPUTING (SBAC-PAD),"2021,0000",4,22,1,26,7,8,"0,1538","0,1250","3,0000","0,1429"
COMPANION PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE AND HIGH PERFORMANCE COMPUTING (SBAC-PAD),"2023,0000",15,49,2,67,16,18,"0,2239","0,1111","1,0000","0,8125"
COMPANION PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE AND HIGH PERFORMANCE COMPUTING (SBAC-PAD),"2024,0000",3,25,1,31,7,8,"0,0968","0,1250","2,0000","0,1429"
COMPANION PROCEEDINGS OF THE LATIN-AMERICAN SYMPOSIUM ON DEPENDABLE AND SECURE COMPUTING (LADC),"2022,0000",3,14,0,18,5,5,"0,1667","0,0000",,"0,6000"
COMPANION PROCEEDINGS OF THE LATIN-AMERICAN SYMPOSIUM ON DEPENDABLE AND SECURE COMPUTING (LADC),"2023,0000",9,26,2,36,9,11,"0,2500","0,1818","1,0000","0,7778"
COMPANION PROCEEDINGS OF THE LATIN-AMERICAN SYMPOSIUM ON DEPENDABLE AND SECURE COMPUTING (LADC),"2024,0000",7,53,4,62,11,15,"0,1129","0,2667","1,0000","0,2727"
COMPANION PROCEEDINGS OF THE LATIN-AMERICAN SYMPOSIUM ON DEPENDABLE AND SECURE COMPUTING (LADC),"2025,0000",5,28,2,34,7,9,"0,1471","0,2222","1,5000","0,2857"
COMPANION PROCEEDINGS OF THE LATIN-AMERICAN SYMPOSIUM ON DEPENDABLE COMPUTING (LADC),"2021,0000",5,7,0,14,5,5,"0,3571","0,0000",,"1,0000"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2006,0000",3,23,1,28,9,10,"0,1071","0,1000","1,0000","0,2222"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2019,0000",8,47,2,56,18,20,"0,1429","0,1000","1,5000","0,2778"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2020,0000",13,36,2,51,14,16,"0,2549","0,1250","1,5000","0,7143"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2021,0000",3,17,0,20,6,6,"0,1500","0,0000",,"0,5000"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2022,0000",2,22,1,27,9,10,"0,0741","0,1000","1,0000","0,1111"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2023,0000",5,19,2,24,7,9,"0,2083","0,2222","1,5000","0,2857"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2024,0000",12,62,2,75,17,19,"0,1600","0,1053","2,0000","0,4706"
COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),"2025,0000",9,43,3,53,12,15,"0,1698","0,2000","1,6667","0,3333"
ELECTRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2012,0000",5,8,1,14,3,4,"0,3571","0,2500","1,0000","1,3333"
ELECTRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2014,0000",8,25,5,33,8,13,"0,2424","0,3846","1,4000","0,1250"
ELECTRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2017,0000",2,16,0,19,5,5,"0,1053","0,0000",,"0,4000"
ELECTRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2023,0000",0,2,0,2,1,1,"0,0000","0,0000",,"0,0000"
ELECTRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2024,0000",3,31,1,36,11,12,"0,0833","0,0833","1,0000","0,1818"
ELECTRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2025,0000",6,15,3,22,3,6,"0,2727","0,5000","1,0000","1,0000"
ELETRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2013,0000",16,68,4,87,24,28,"0,1839","0,1429","2,0000","0,3333"
ELETRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2018,0000",18,66,6,87,28,34,"0,2069","0,1765","1,1667","0,3929"
ELETRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2019,0000",6,39,1,48,15,16,"0,1250","0,0625","3,0000","0,2000"
ELETRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2020,0000",18,70,5,91,25,30,"0,1978","0,1667","2,2000","0,2800"
ELETRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2021,0000",10,32,3,43,9,12,"0,2326","0,2500","1,6667","0,5556"
ELETRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2022,0000",3,22,1,25,10,11,"0,1200","0,0909","1,0000","0,2000"
ELETRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,"2023,0000",1,5,0,6,2,2,"0,1667","0,0000",,"0,5000"
INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION,"2012,0000",0,5,0,5,1,1,"0,0000","0,0000",,"0,0000"
INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION,"2013,0000",0,8,0,9,2,2,"0,0000","0,0000",,"0,0000"
INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION,"2016,0000",0,6,0,6,2,2,"0,0000","0,0000",,"0,0000"
